Server clock before sync: 37
Synchronizing server_clock...
[1/51] [2/51] [3/51] [4/51] [5/51] [6/51] [7/51] [8/51] [9/51] [10/51] 
[11/51] [12/51] [13/51] [14/51] [15/51] [16/51] [17/51] [18/51] [19/51] [20/51] 
[21/51] [22/51] [23/51] [24/51] [25/51] [26/51] [27/51] [28/51] [29/51] [30/51] 
[31/51] [32/51] [33/51] [34/51] [35/51] [36/51] [37/51] [38/51] [39/51] [40/51] 
[41/51] [42/51] [43/51] [44/51] [45/51] [46/51] [47/51] [48/51] [49/51] [50/51] 
Best Server Sync RTT: 17507, Worst Server Sync RTT: 23975
Average RTT: 18272.100000
Est Server Time: 615773569, Computed Server Time offset: 614859397
Server clock after sync: 615773570

====== SIMULATION METADATA     =====
Server IP: 128.83.139.94, Port: 8040
Server Drift: 40.00 PPM, Client VHC Drift: -40.00 PPM
Relative Drift Weight: -3.50
Local Server Time Error: 8753
Rapport Period: 50000000
Amortization Period: 5000000
Simulation runtime: 1800 seconds
Simulation runtime: 1800000000 usec, 
 Start: 253818040, End: 2053818040
====== SIMULATION OUTPUT START =====
Current Real Time,Real Time Elapsed (sec),Local Server Time,Hardware Clock Time,Software Clock Time,Error,Remote Est Time,
253818187,0.00015,615773717,914248,914248,-614859469,,
253835874,0.01783,615791406,931934,931934,-614859472,615791367,
253888079,0.07004,615843613,984138,7403884,-608439729,,
253938592,0.12055,615894128,1034648,13665828,-602228300,,
253988714,0.17067,615944251,1084778,19880415,-596063836,,
254039036,0.22100,615994574,1135088,26117440,-589877134,,
254089233,0.27119,616044774,1185293,32341449,-583703325,,
254139471,0.32143,616095014,1235518,38568061,-577526953,,
254189608,0.37157,616145153,1285663,44784631,-571360522,,
254239845,0.42180,616195391,1335887,51010995,-565184396,,
254289961,0.47192,616245510,1386002,57223722,-559021788,,
254341037,0.52300,616296587,1437076,63555462,-552741125,,
254391623,0.57358,616347175,1487659,69826456,-546520719,,
254442003,0.62396,616397557,1538037,76071912,-540325645,,
254492275,0.67424,616447831,1588317,82305219,-534142612,,
254542647,0.72461,616498205,1638677,88548319,-527949886,,
254592887,0.77485,616548447,1688915,94776543,-521771904,,
254643297,0.82526,616598857,1739322,101025469,-515573388,,
254693408,0.87537,616648971,1789431,107237577,-509411394,,
254743766,0.92573,616699331,1839787,113480305,-503219026,,
254793913,0.97587,616749480,1889932,119696875,-497052605,,
254844126,1.02609,616799694,1940143,125921628,-490878066,,
254894263,1.07622,616849834,1990277,132136834,-484713000,,
254944853,1.12681,616900424,2040865,138408324,-478492100,,
254994943,1.17690,616950517,2090953,144617828,-472332689,,
255045072,1.22703,617000648,2141091,150833531,-466167117,,
255095371,1.27733,617050948,2191377,157067581,-459983367,,
255145833,1.32779,617101413,2241836,163323078,-453778335,,
255196395,1.37835,617151977,2292396,169591221,-447560756,,
255246987,1.42895,617202571,2342986,175864074,-441338497,,
255297098,1.47906,617252683,2393096,182076306,-435176377,,
255347376,1.52934,617302962,2443371,188308992,-428993970,,
255397484,1.57944,617353073,2493477,194519612,-422833461,,
255448033,1.62999,617403623,2544023,200785771,-416617852,,
255498704,1.68066,617454297,2594692,207067426,-410386871,,
255549312,1.73127,617504906,2645298,213341024,-404163882,,
255599923,1.78188,617555529,2695917,219616357,-397939172,,
255650050,1.83201,617605658,2746042,225830571,-391775087,,
255700288,1.88225,617655888,2796267,232057060,-385598828,,
255750633,1.93259,617706235,2846610,238298176,-379408059,,
255801216,1.98318,617756819,2897190,244568674,-373188145,,
255851669,2.03363,617807274,2947642,250823180,-366984094,,
255902206,2.08417,617857812,2998177,257088099,-360769713,,
255952581,2.13454,617908190,3048549,263332811,-354575379,,
256003179,2.18514,617958790,3099145,269605417,-348353373,,
256053326,2.23529,618008939,3149291,275821987,-342186952,,
256103953,2.28591,618059568,3199915,282098064,-335961504,,
256154443,2.33640,618110060,3250403,288357156,-329752904,,
256204766,2.38673,618160383,3300723,294595298,-323565085,,
256254894,2.43685,618210513,3350849,300809513,-317401000,,
256305361,2.48732,618260982,3401314,307065754,-311195228,,
256356526,2.53849,618312149,3452477,313408651,-304903498,,
256406610,2.58857,618362236,3502560,319617412,-298744824,,
256456806,2.63877,618412433,3552752,325839808,-292572625,,
256506942,2.68890,618462572,3602886,332056379,-286406193,,
256557233,2.73919,618512864,3653175,338289561,-280223303,,
256607763,2.78972,618563395,3703703,344553489,-274009906,,
256658848,2.84081,618614483,3754797,350887832,-267726651,,
256709326,2.89129,618664962,3805261,357143826,-261521136,,
256760244,2.94220,618715883,3856177,363455978,-255259905,,
256810364,2.99232,618766005,3906296,369669449,-249096556,,
256860560,3.04252,618816202,3956490,375891970,-242924232,,
256910678,3.09264,618866321,4006605,382104821,-236761500,,
256961176,3.14314,618916822,4057101,388364906,-230551916,,
257011742,3.19370,618967389,4107664,394633296,-224334093,,
257061887,3.24385,619017536,4157807,400849619,-218167917,,
257112515,3.29447,619068167,4208434,407125943,-211942224,,
257163114,3.34507,619118767,4259030,413398549,-205720218,,
257213522,3.39548,619169176,4309436,419647352,-199521824,,
257264028,3.44599,619219685,4359940,425908428,-193311257,,
257314264,3.49622,619269923,4410173,432136032,-187133891,,
257364892,3.54685,619320553,4460800,438412233,-180908320,,
257415806,3.59777,619371469,4511712,444723889,-174647580,,
