Server clock before sync: 57
Synchronizing server_clock...
[1/51] [2/51] [3/51] [4/51] [5/51] [6/51] [7/51] [8/51] [9/51] [10/51] 
[11/51] [12/51] [13/51] [14/51] [15/51] [16/51] [17/51] [18/51] [19/51] [20/51] 
[21/51] [22/51] [23/51] [24/51] [25/51] [26/51] [27/51] [28/51] [29/51] [30/51] 
[31/51] [32/51] [33/51] [34/51] [35/51] [36/51] [37/51] [38/51] [39/51] [40/51] 
[41/51] [42/51] [43/51] [44/51] [45/51] [46/51] [47/51] [48/51] [49/51] [50/51] 
Best Server Sync RTT: 18991, Worst Server Sync RTT: 46476
Average RTT: 22806.600000
Est Server Time: 28800364, Computed Server Time offset: 27659386
Server clock after sync: 28800366

====== SIMULATION METADATA     =====
Server IP: 128.83.139.94, Port: 8080
Server Drift: 20 PPM, Client VHC Drift: -20 PPM
Relative Drift Weight: -16
Local Server Time Error: 9495
Rapport Period: 30000000
Amortization Period: 2000000
Simulation runtime: 1800 seconds
====== SIMULATION OUTPUT START =====
Current Real Time,Local Server Time,Hardware Clock Time,Software Clock Time,Error,Remote Est Time,
8044087823,28803263,1143834,1143835,-27659428,,
8044107202,28822643,1163213,1163214,-27659429,28822760,
8044137825,28853266,1193834,1617371,-27235895,,
8044187826,28903266,1243833,2358845,-26544421,,
8044237827,28953267,1293832,3100319,-25852948,,
8044287829,29003270,1343834,3841837,-25161433,,
8044337832,29053273,1393834,4583326,-24469947,,
8044387834,29103276,1443835,5324815,-23778461,,
8044437836,29153278,1493835,6066304,-23086974,,
8044487838,29203280,1543834,6807792,-22395488,,
8044537841,29253283,1593837,7549311,-21703972,,
8044587844,29303286,1643837,8290814,-21012472,,
8044637845,29353288,1693836,9032288,-20321000,,
8044687846,29403289,1743835,9773762,-19629527,,
8044737848,29453291,1793835,10515251,-18938040,,
8044787849,29503292,1843835,11256725,-18246567,,
8044837851,29553295,1893835,11998214,-17555081,,
8044887853,29603297,1943836,12739732,-16863565,,
8044937857,29653300,1993837,13481236,-16172064,,
8044987859,29703303,2043838,14222725,-15480578,,
8045037860,29753303,2093837,14964199,-14789104,,
8045087861,29803306,2143836,15705687,-14097619,,
8045137863,29853308,2193837,16447176,-13406132,,
8045187864,29903308,2243835,17188650,-12714658,,
8045237866,29953310,2293835,17930139,-12023171,,
8045287867,30003312,2343835,18671628,-11331684,,
8045337869,30053314,2393835,19413102,-10640212,,
8045387872,30103318,2443836,20154620,-9948698,,
8045437874,30153320,2493837,20896124,-9257196,,
8045487876,30203322,2543837,21637598,-8565724,,
8045537878,30253324,2593838,22379116,-7874208,,
8045587881,30303327,2643838,23120605,-7182722,,
8045637885,30353331,2693840,23862123,-6491208,,
8045687886,30403333,2743840,24603597,-5799736,,
8045737889,30453335,2793840,25345101,-5108234,,
8045787890,30503337,2843841,26086604,-4416733,,
8045837893,30553340,2893841,26828093,-3725247,,
8045887895,30603342,2943841,27569582,-3033760,,
8045937898,30653345,2993842,28311086,-2342259,,
8045987900,30703347,3043842,29052574,-1650773,,
8046037926,30753373,3093867,29794434,-958939,,
8046087927,30803376,3143866,30535908,-267468,,
8046137929,30853378,3193866,30853417,39,,
8046187931,30903380,3243867,30903417,37,,
8046237933,30953382,3293867,30953417,35,,
8046287936,31003384,3343868,31003419,35,,
8046337938,31053387,3393868,31053419,32,,
8046387940,31103390,3443868,31103419,29,,
8046437943,31153393,3493870,31153420,27,,
8046487945,31203395,3543869,31203420,25,,
8046537947,31253397,3593870,31253421,24,,
8046587949,31303400,3643870,31303421,21,,
8046637951,31353401,3693870,31353420,19,,
8046687954,31403405,3743872,31403423,18,,
8046737957,31453407,3793872,31453423,16,,
8046787958,31503408,3843872,31503423,15,,
8046837961,31553412,3893873,31553423,11,,
8046887963,31603415,3943874,31603424,9,,
8046937964,31653416,3993872,31653423,7,,
8046987967,31703418,4043873,31703424,6,,
8047037969,31753421,4093874,31753425,4,,
8047087971,31803423,4143874,31803425,2,,
8047137973,31853425,4193874,31853425,0,,
8047187975,31903427,4243874,31903425,-2,,
8047237976,31953429,4293874,31953425,-4,,
8047287978,32003430,4343874,32003425,-5,,
8047337979,32053433,4393873,32053424,-9,,
8047387980,32103433,4443872,32103423,-10,,
8047437981,32153435,4493871,32153422,-13,,
8047487984,32203438,4543873,32203423,-15,,
8047537985,32253439,4593873,32253423,-16,,
8047587986,32303440,4643871,32303422,-18,,
8047637989,32353444,4693873,32353424,-20,,
8047687990,32403445,4743872,32403422,-23,,
8047737991,32453445,4793870,32453421,-24,,
8047787993,32503448,4843872,32503422,-26,,
8047837995,32553450,4893871,32553421,-29,,
8047887997,32603453,4943871,32603422,-31,,
8047937998,32653454,4993870,32653421,-33,,
8047987999,32703454,5043869,32703420,-34,,
8048038002,32753458,5093872,32753423,-35,,
8048088004,32803460,5143871,32803421,-39,,
8048138006,32853463,5193872,32853423,-40,,
8048188009,32903466,5243873,32903423,-43,,
8048238011,32953468,5293873,32953423,-45,,
8048288013,33003470,5343874,33003425,-45,,
8048338015,33053473,5393874,33053425,-48,,
8048388017,33103475,5443873,33103424,-51,,
8048438021,33153478,5493875,33153426,-52,,
8048488024,33203482,5543876,33203427,-55,,
8048538027,33253484,5593878,33253429,-55,,
8048588028,33303486,5643876,33303427,-59,,
8048638029,33353488,5693877,33353427,-61,,
8048688031,33403490,5743877,33403428,-62,,
8048738224,33453683,5794068,33453619,-64,,
8048788227,33503686,5844070,33503621,-65,,
8048838228,33553688,5894068,33553619,-69,,
8048888229,33603689,5944067,33603618,-71,,
8048938230,33653690,5994066,33653617,-73,,
8048988233,33703692,6044067,33703617,-75,,
8049038236,33753696,6094070,33753621,-75,,
8049088238,33803698,6144069,33803619,-79,,
8049138240,33853700,6194069,33853620,-80,,
8049188241,33903702,6244068,33903619,-83,,
8049238242,33953703,6294068,33953619,-84,,
8049288245,34003705,6344069,34003620,-85,,
8049338247,34053708,6394069,34053619,-89,,
8049388249,34103710,6444068,34103619,-91,,
8049438250,34153712,6494069,34153620,-92,,
8049488253,34203715,6544070,34203621,-94,,
8049538255,34253717,6594070,34253621,-96,,
8049588256,34303719,6644069,34303620,-99,,
8049638257,34353719,6694067,34353618,-101,,
8049688258,34403720,6744067,34403617,-103,,
8049738259,34453721,6794066,34453617,-104,,
8049788262,34503725,6844068,34503619,-106,,
8049838264,34553727,6894068,34553618,-109,,
