Server clock before sync: 34
Synchronizing server_clock...
[1/51] [2/51] [3/51] [4/51] [5/51] [6/51] [7/51] [8/51] [9/51] [10/51] 
[11/51] [12/51] [13/51] [14/51] [15/51] [16/51] [17/51] [18/51] [19/51] [20/51] 
[21/51] [22/51] [23/51] [24/51] [25/51] [26/51] [27/51] [28/51] [29/51] [30/51] 
[31/51] [32/51] [33/51] [34/51] [35/51] [36/51] [37/51] [38/51] [39/51] [40/51] 
[41/51] [42/51] [43/51] [44/51] [45/51] [46/51] [47/51] [48/51] [49/51] [50/51] 
Best Server Sync RTT: 17586, Worst Server Sync RTT: 26570
Average RTT: 18183.300000
Est Server Time: 633592171, Computed Server Time offset: 632682711
Server clock after sync: 633592172

====== SIMULATION METADATA     =====
Server IP: 128.83.139.94, Port: 8010
Server Drift: 10.00 PPM, Client VHC Drift: -10.00 PPM
Relative Drift Weight: -3.50
Local Server Time Error: 8793
Rapport Period: 40000000
Amortization Period: 5000000
Simulation runtime: 1800 seconds
Simulation runtime: 1800000000 usec, 
 Start: 253708381, End: 2053708381
====== SIMULATION OUTPUT START =====
Current Real Time,Real Time Elapsed (sec),Local Server Time,Hardware Clock Time,Software Clock Time,Error,Remote Est Time,
253708481,0.00010,633592273,909546,909546,-632682727,,
253726089,0.01771,633609881,927152,927153,-632682728,633609877,
253780192,0.07181,633663984,981256,7827516,-625836468,,
253831568,0.12319,633715526,1032953,14420901,-619294625,,
253882882,0.17450,633766675,1083944,20924116,-612842559,,
253933218,0.22484,633817012,1134280,27343796,-606473216,,
253983335,0.27495,633867130,1184397,33735418,-600131712,,
254033599,0.32522,633917393,1234659,40145659,-593771734,,
254084187,0.37581,633967982,1285247,46597606,-587370376,,
254134363,0.42598,634018159,1335423,52996752,-581021407,,
254184813,0.47643,634068610,1385872,59430971,-574637639,,
254234944,0.52656,634118739,1436002,65824250,-568294489,,
254285598,0.57722,634169394,1486655,72284359,-561885035,,
254335942,0.62756,634219739,1536998,78705058,-555514681,,
254386105,0.67772,634269902,1587161,85102674,-549167228,,
254436387,0.72801,634320185,1637443,91516742,-542803443,,
254486887,0.77851,634370685,1687941,97955680,-536415005,,
254537031,0.82865,634420828,1738085,104350872,-530069956,,
254587142,0.87876,634470940,1788195,110741728,-523729212,,
254637244,0.92886,634521043,1838297,117131564,-517389479,,
254687799,0.97942,634571598,1888851,123579174,-510992424,,
254738134,1.02975,634621933,1939185,129998471,-504623462,,
254788259,1.07988,634672059,1989309,136391241,-498280818,,
254838376,1.13000,634722176,2039426,142782862,-491939314,,
254888859,1.18048,634772659,2089908,149221162,-485551497,,
254939026,1.23064,634822826,2140074,155619160,-479203666,,
254989147,1.28077,634872947,2190194,162011292,-472861655,,
255039472,1.33109,634923273,2240519,168429696,-466493577,,
255089602,1.38122,634973404,2290648,174822976,-460150428,,
255139816,1.43144,635023618,2340861,181226841,-453796777,,
255189948,1.48157,635073750,2390992,187621906,-447451844,,
255240303,1.53192,635124106,2441347,194042478,-441081628,,
255290888,1.58251,635174690,2491931,200493787,-434680903,,
255341366,1.63298,635225169,2542409,206931576,-428293593,,
255391552,1.68317,635275355,2592594,213331998,-421943357,,
255441649,1.73327,635325452,2642690,219721069,-415604383,,
255491835,1.78345,635375640,2692876,226121745,-409253895,,
255542551,1.83417,635426356,2743591,232589761,-402836595,,
255592724,1.88434,635476529,2793763,238988525,-396488004,,
255642945,1.93456,635526749,2843984,245393410,-390133339,,
255693072,1.98469,635576878,2894110,251786434,-383790444,,
255743233,2.03485,635627039,2944270,258183540,-377443499,,
255794238,2.08586,635678044,2995275,264688541,-370989503,,
255844776,2.13639,635728583,3045813,271133983,-364594600,,
255895416,2.18703,635779223,3096461,277593582,-358185641,,
255946045,2.23766,635829852,3147080,284049354,-351780498,,
255996219,2.28784,635880027,3197254,290448245,-345431782,,
256047280,2.33890,635931088,3248313,296960261,-338970827,,
256097660,2.38928,635981468,3298692,303385425,-332596043,,
256148182,2.43980,636031990,3349214,309828699,-326203291,,
256198768,2.49039,636082577,3399800,316280262,-319802315,,
256249297,2.54092,636133106,3450327,322724301,-313408805,,
256299574,2.59119,636183383,3500604,329136456,-307046927,,
256350482,2.64210,636234292,3551511,335629087,-300605205,,
256400927,2.69255,636284736,3601955,342062540,-294222196,,
256451134,2.74275,636334944,3652162,348465640,-287869304,,
256501520,2.79314,636385331,3702547,354891696,-281493635,,
256551674,2.84329,636435484,3752700,361287909,-275147575,,
256601797,2.89342,636485609,3802823,367680423,-268805186,,
256652729,2.94435,636536541,3853755,374176115,-262360426,,
256703383,2.99500,636587194,3904407,380636096,-255951098,,
256753773,3.04539,636637586,3954797,387062790,-249574796,,
256804454,3.09607,636688267,4005478,393526342,-243161925,,
256855595,3.14721,636739408,4056617,400048561,-236690847,,
256905677,3.19730,636789491,4106700,406435846,-230353645,,
256956192,3.24781,636840005,4157213,412878100,-223961905,,
257007238,3.29886,636891052,4208259,419388330,-217502722,,
257057768,3.34939,636941583,4258789,425832879,-211108704,,
257107940,3.39956,636991764,4308969,432232536,-204759228,,
257158172,3.44979,637041987,4359200,438638824,-198403163,,
257208800,3.50042,637092615,4409817,445095617,-191996998,,
257259006,3.55063,637142821,4460023,451497441,-185645380,,
257309560,3.60118,637193387,4510587,457946326,-179247061,,
257359805,3.65142,637243621,4560820,464352742,-172890879,,
257410384,3.70200,637294201,4611400,470803541,-166490660,,
257460525,3.75214,637344342,4661539,477198223,-160146119,,
257510723,3.80234,637394541,4711737,483600302,-153794239,,
257561308,3.85293,637445126,4762322,490051611,-147393515,,
257611466,3.90308,637495283,4812478,496448462,-141046821,,
257661949,3.95357,637545767,4862960,502886634,-134659133,,
257712461,4.00408,637596280,4913473,509328887,-128267393,,
257763209,4.05483,637647028,4964220,515800984,-121846044,,
257813779,4.10540,637697599,5014789,522250380,-115447219,,
257863893,4.15551,637747712,5064902,528641619,-109106093,,
257914482,4.20610,637798312,5115501,535094841,-102703471,,
257965458,4.25708,637849279,5166466,541594741,-96254538,,
258016558,4.30818,637900379,5217565,548111858,-89788521,,
258066703,4.35832,637950524,5267710,554507051,-83443473,,
258116857,4.40848,638000679,5317862,560903391,-77097288,,
258167065,4.45868,638050887,5368070,567306746,-70744141,,
258217681,4.50930,638101503,5418685,573762008,-64339495,,
258267787,4.55941,638151609,5468790,580152099,-57999510,,
258318343,4.60996,638202166,5519345,586599709,-51602457,,
258368952,4.66057,638252775,5569955,593054334,-45198441,,
258419554,4.71117,638303378,5620555,599507683,-38795695,,
258470137,4.76176,638353961,5671138,605958864,-32395097,,
258520254,4.81187,638404087,5721264,612351761,-26052326,,
258570510,4.86213,638454337,5771511,618760217,-19694120,,
258621135,4.91275,638504960,5822134,625216372,-13288588,,
258671728,4.96335,638555553,5872726,631668828,-6886725,,
258721865,5.01348,638605690,5922862,638063001,-542689,,
258772448,5.06407,638656284,5973454,638656181,-103,,
258822896,5.11451,638706732,6023902,638706629,-103,,
258873511,5.16513,638757337,6074507,638757243,-94,,
258923646,5.21526,638807483,6124651,638807377,-106,,
258973995,5.26561,638857822,6174989,638857715,-107,,
259024562,5.31618,638908389,6225555,638908282,-107,,
259074726,5.36634,638958554,6275718,638958445,-109,,
259124901,5.41652,639008738,6325903,639008630,-108,,
259175008,5.46663,639058836,6375999,639058726,-110,,
259225646,5.51727,639109474,6426636,639109362,-112,,
259275797,5.56742,639159625,6476787,639159514,-111,,
259325932,5.61755,639209761,6526921,639209648,-113,,
259376807,5.66843,639260637,6577795,639260533,-104,,
259426984,5.71860,639310814,6627972,639310710,-104,,
259477165,5.76878,639360995,6678152,639360878,-117,,
259527585,5.81920,639411416,6728572,639411298,-118,,
259577922,5.86954,639461753,6778907,639461634,-119,,
259628537,5.92016,639512368,6829522,639512249,-119,,
259679140,5.97076,639562972,6880125,639562861,-111,,
259729283,6.02090,639613115,6930267,639612993,-122,,
259779897,6.07152,639663739,6980890,639663617,-122,,
259830476,6.12209,639714310,7031460,639714186,-124,,
259881016,6.17263,639764859,7082007,639764734,-125,,
259931586,6.22321,639815418,7132567,639815293,-125,,
259982031,6.27365,639865865,7183012,639865738,-127,,
260032822,6.32444,639916656,7233801,639916528,-128,,
260083686,6.37530,639967519,7284665,639967391,-128,,
260133857,6.42548,640017702,7334845,640017572,-130,,
260184444,6.47606,640068279,7385421,640068148,-131,,
260234965,6.52658,640118800,7435942,640118668,-132,,
260285552,6.57717,640169387,7486528,640169255,-132,,
260336330,6.62795,640220165,7537305,640220031,-134,,
260386969,6.67859,640270815,7587955,640270682,-133,,
260437593,6.72921,640321430,7638567,640321293,-137,,
260488624,6.78024,640372460,7689597,640372334,-126,,
260538842,6.83046,640422690,7739827,640422553,-137,,
260589579,6.88120,640473417,7790551,640473278,-139,,
260639781,6.93140,640523619,7840753,640523479,-140,,
260690347,6.98197,640574185,7891332,640574059,-126,,
260740533,7.03215,640624383,7941515,640624241,-142,,
260791081,7.08270,640674921,7992051,640674778,-143,,
260841619,7.13324,640725457,8042587,640725313,-144,,
260892616,7.18424,640776455,8093584,640776310,-145,,
260943462,7.23508,640827301,8144429,640827155,-146,,
260994268,7.28589,640878108,8195234,640877961,-147,,
261045222,7.33684,640929062,8246188,640928914,-148,,
261095776,7.38739,640979616,8296741,640979467,-149,,
261146310,7.43793,641030151,8347274,641030001,-150,,
261196472,7.48809,641080314,8397446,641080173,-141,,
261247386,7.53901,641131228,8448349,641131076,-152,,
261297843,7.58946,641181684,8498805,641181531,-153,,
261348342,7.63996,641232185,8549314,641232041,-144,,
261398799,7.69042,641282653,8599772,641282498,-155,,
261449064,7.74068,641332907,8650025,641332751,-156,,
261499864,7.79148,641383708,8700824,641383550,-158,,
261550008,7.84163,641433852,8750967,641433693,-159,,
261600369,7.89199,641484223,8801337,641484064,-159,,
261650546,7.94217,641534391,8851515,641534241,-150,,
261701184,7.99280,641585029,8902141,641584868,-161,,
261752299,8.04392,641636144,8953255,641635982,-162,,
261802898,8.09452,641686743,9003853,641686579,-164,,
261853028,8.14465,641736874,9053984,641736710,-164,,
261903118,8.19474,641786973,9104082,641786809,-164,,
261953294,8.24491,641837150,9154257,641836984,-166,,
262003432,8.29505,641887278,9204385,641887111,-167,,
262053629,8.34525,641937475,9254581,641937307,-168,,
262104234,8.39585,641988081,9305185,641987912,-169,,
262154409,8.44603,642038256,9355360,642038086,-170,,
262205010,8.49663,642088857,9405960,642088686,-171,,
262255836,8.54745,642139684,9456786,642139512,-172,,
262305947,8.59757,642189796,9506907,642189634,-162,,
262356054,8.64767,642239903,9557002,642239739,-164,,
262406660,8.69828,642290508,9607607,642290343,-165,,
262457155,8.74877,642341005,9658102,642340828,-177,,
262507250,8.79887,642391100,9708196,642390923,-177,,
262557395,8.84901,642441244,9758350,642441076,-168,,
262607979,8.89960,642491830,9808925,642491661,-169,,
262658068,8.94969,642541929,9859022,642541749,-180,,
262708200,8.99982,642592051,9909143,642591880,-171,,
262758307,9.04993,642642159,9959251,642641977,-182,,
262808933,9.10055,642692785,10009875,642692602,-183,,
262859053,9.15067,642742905,10059994,642742721,-184,,
262909163,9.20078,642793016,10110104,642792831,-185,,
262959252,9.25087,642843105,10160193,642842919,-186,,
263009654,9.30127,642893507,10210594,642893320,-187,,
263060032,9.35165,642943885,10260970,642943696,-189,,
263110224,9.40184,642994078,10311162,642993888,-190,,
263160933,9.45255,643044787,10361870,643044596,-191,,
263211318,9.50294,643095173,10412254,643094981,-192,,
