Server clock before sync: 40
Synchronizing server_clock...
[1/51] [2/51] [3/51] [4/51] [5/51] [6/51] [7/51] [8/51] [9/51] [10/51] 
[11/51] [12/51] [13/51] [14/51] [15/51] [16/51] [17/51] [18/51] [19/51] [20/51] 
[21/51] [22/51] [23/51] [24/51] [25/51] [26/51] [27/51] [28/51] [29/51] [30/51] 
[31/51] [32/51] [33/51] [34/51] [35/51] [36/51] [37/51] [38/51] [39/51] [40/51] 
[41/51] [42/51] [43/51] [44/51] [45/51] [46/51] [47/51] [48/51] [49/51] [50/51] 
Best Server Sync RTT: 66009, Worst Server Sync RTT: 79467
Average RTT: 66798.000000
Est Server Time: 1598666817, Computed Server Time offset: 1595326536
Server clock after sync: 1598666818

====== SIMULATION METADATA     =====
Server IP: 128.83.139.94, Port: 8040
Server Drift: 40.00 PPM, Client VHC Drift: -40.00 PPM
Relative Drift Weight: -3.50
Local Server Time Error: 33004
Rapport Period: 60000000
Amortization Period: 5000000
Simulation runtime: 1800 seconds
Simulation runtime: 1800000000 usec, 
 Start: 191114754, End: 1991114754
====== SIMULATION OUTPUT START =====
Current Real Time,Real Time Elapsed (sec),Local Server Time,Hardware Clock Time,Software Clock Time,Error,Remote Est Time,
191114936,0.00018,1598667002,3340199,3340200,-1595326802,,
191181228,0.06647,1598733295,3406488,3406488,-1595326807,1598733257,
191206639,0.09188,1598758708,3431898,11539987,-1587218721,,
191257215,0.14246,1598809286,3482473,27726972,-1571082314,,
191307753,0.19300,1598859836,3533018,43904676,-1554955160,,
191357912,0.24316,1598909987,3583164,59954673,-1538955314,,
191408447,0.29369,1598960524,3633698,76128855,-1522831669,,
191459492,0.34474,1599011570,3684740,92465951,-1506545619,,
191510020,0.39527,1599062100,3735267,108637573,-1490424527,,
191560581,0.44583,1599112663,3785824,124819438,-1474293225,,
191611157,0.49640,1599163241,3836399,141006423,-1458156818,,
191662181,0.54743,1599214266,3887420,157336797,-1441877469,,
191712744,0.59799,1599264832,3937982,173519622,-1425745210,,
191763285,0.64853,1599315375,3988519,189695085,-1409620290,,
191814357,0.69960,1599366447,4039589,206040502,-1393325945,,
191864893,0.75014,1599416985,4090123,222214685,-1377202300,,
191915435,0.80068,1599467530,4140664,238391108,-1361076422,,
191965967,0.85121,1599518064,4191194,254564010,-1344954054,,
192017026,0.90227,1599569125,4242249,270905267,-1328663858,,
192067599,0.95285,1599619700,4292820,287091292,-1312528408,,
192118632,1.00388,1599670735,4343851,303424227,-1296246508,,
192169287,1.05453,1599721391,4394504,319636817,-1280084574,,
192219875,1.10512,1599771980,4445090,335827643,-1263944337,,
192270429,1.15568,1599822536,4495641,352006947,-1247815589,,
192320996,1.20624,1599873105,4546206,368191052,-1231682053,,
192371537,1.25678,1599923658,4596755,384370035,-1215553623,,
192422588,1.30783,1599974702,4647795,400706171,-1199268531,,
192472810,1.35806,1600024924,4698013,416779533,-1183245391,,
192523353,1.40860,1600075469,4748553,432955636,-1167119833,,
192573914,1.45916,1600126033,4799114,449138140,-1150987893,,
192624953,1.51020,1600177074,4850150,465472996,-1134704078,,
192675520,1.56077,1600227643,4900716,481657420,-1118570223,,
192726081,1.61133,1600278205,4951273,497839285,-1102438920,,
192777173,1.66242,1600329300,5002363,514191423,-1086137877,,
192827648,1.71289,1600379775,5052836,530345762,-1070034013,,
192878191,1.76344,1600430322,5103378,546522825,-1053907497,,
192928236,1.81348,1600480368,5153421,562539536,-1037940832,,
192978786,1.86403,1600530920,5203968,578718199,-1021812721,,
193029355,1.91460,1600581490,5254534,594902304,-1005679186,,
193080395,1.96564,1600632543,5305583,611241640,-989390903,,
193130935,2.01618,1600683074,5356110,627413262,-973269812,,
193181941,2.06719,1600734082,5407115,643738196,-956995886,,
193232022,2.11727,1600784164,5457193,659766428,-941017736,,
193282585,2.16783,1600834730,5507753,675949253,-924885477,,
193333385,2.21863,1600885532,5558552,692207933,-908677599,,
193383986,2.26923,1600936135,5609150,708402920,-892533215,,
193434627,2.31987,1600986778,5659789,724610709,-876376069,,
193485209,2.37046,1601037371,5710380,740802815,-860234556,,
193535812,2.42106,1601087965,5760969,756994602,-844093363,,
193586362,2.47161,1601138517,5811517,773173265,-827965252,,
193637431,2.52268,1601189588,5862584,789518042,-811671546,,
193688483,2.57373,1601240643,5913635,805857699,-795382944,,
193739508,2.62475,1601291669,5964657,822188393,-779103276,,
193790550,2.67580,1601342714,6015696,838523889,-762818825,,
193841127,2.72637,1601393291,6066271,854711194,-746682097,,
193891675,2.77692,1601443841,6116817,870889538,-730554303,,
193942719,2.82796,1601494888,6167860,887226314,-714268574,,
193993279,2.87852,1601545450,6218417,903407858,-698137592,,
194044354,2.92960,1601596527,6269489,919754556,-681841971,,
194094934,2.98018,1601647109,6320067,935942821,-665704288,,
194145501,3.03075,1601697677,6370642,952130126,-649567551,,
194196071,3.08132,1601748249,6421200,968311990,-633436259,,
194246687,3.13193,1601798866,6471813,984511138,-617287728,,
194297742,3.18299,1601849924,6522866,1000851755,-600998169,,
194348340,3.23359,1601900524,6573474,1017049302,-584851222,,
194399137,3.28438,1601951323,6624258,1033303501,-568647822,,
194449613,3.33486,1602001800,6674731,1049458160,-552543640,,
194500193,3.38544,1602052381,6725308,1065646425,-536405956,,
194550751,3.43600,1602102953,6775875,1081831170,-520271783,,
194601801,3.48705,1602153993,6826923,1098169546,-503984447,,
194652837,3.53808,1602205032,6877947,1114500561,-487704471,,
194703887,3.58913,1602256084,6928994,1130838937,-471417147,,
194754967,3.64021,1602307165,6980071,1147186915,-455120250,,
194806017,3.69126,1602358217,7031119,1163525611,-438832606,,
194857064,3.74231,1602409267,7082164,1179863667,-422545600,,
194907641,3.79289,1602459845,7132740,1196050973,-406408872,,
194958158,3.84340,1602510364,7183255,1212219074,-390291290,,
195009227,3.89447,1602561434,7234320,1228563211,-373998223,,
195059766,3.94501,1602611987,7284868,1244742195,-357869792,,
195110302,3.99555,1602662514,7335392,1260912857,-341749657,,
195161351,4.04660,1602713565,7386438,1277251233,-325462332,,
195211887,4.09713,1602764102,7436971,1293424775,-309339327,,
195262018,4.14726,1602814234,7487100,1309469331,-293344903,,
195312537,4.19778,1602864756,7537618,1325638393,-277226363,,
195363134,4.24838,1602915355,7588212,1341832100,-261083255,,
195413687,4.29893,1602965910,7638763,1358011723,-244954187,,
195464261,4.34951,1603016486,7689335,1374197748,-228818738,,
195514816,4.40006,1603067043,7739887,1390378012,-212689031,,
195565318,4.45056,1603117546,7790388,1406541313,-196576233,,
195615932,4.50118,1603168162,7841000,1422740460,-180427702,,
195666788,4.55203,1603219020,7891853,1439017064,-164201956,,
195717315,4.60256,1603269548,7942377,1455187726,-148081822,,
195767882,4.65313,1603320118,7992942,1471371830,-131948288,,
195818037,4.70328,1603370275,8043095,1487424388,-115945887,,
